X,Y,osm_id,building,power,amenity,brand,name,layer,shop,tourism,tower:type,access,addr:housenumber,leisure,office,substation,cuisine,brand:wikipedia,brand:wikidata,takeaway,smoking,wheelchair,old_name,building:colour,addr:city,building:levels,roof:colour,roof:shape,roof:orientation,addr:street,addr:postcode,roof:material,height,unisex,townhall:type,status,internet_access,emergency,roof:height,building:height,surveillance,surveillance_1,craft,alt_name
-8.67382307020426,41.283004496405,404220033,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.67391854753697,41.2830943319005,404220032,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.6740816966127,41.283273818437,404220031,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.67422647480444,41.2834838706653,404220029,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.67417864499275,41.2833921275718,404220030,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.6742876848815,41.2835513871677,404220027,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.67433578051916,41.2836365838991,404220028,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.67437260877364,41.2837398085272,404220026,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.67425409201879,41.2838808898419,404220025,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.67320448437846,41.2816266574811,407213458,industrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.67345983625823,41.28201625,407213438,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.67303516855069,41.2820343803395,407213436,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.67320056461216,41.2824010192451,404220039,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.67287700001523,41.2820314220496,407213437,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.67284240458539,41.2823386298488,404220038,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.67257261059243,41.2823189469005,407213448,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.67243278693489,41.2821583705439,407213449,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.6714195,41.2812217,332558871,house,,,,,,,,,,,,,,,,,,,,,,Vilar e Mosteiró,2,,,,Rua da Agra,4485-918,,,,,,,,,,,,,
-8.67359547976429,41.2827356277818,404220034,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.67335801280398,41.2827465385328,404220035,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.66800316597916,41.2803468143019,372468138,house,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
-8.66783640760935,41.2801863990372,330892659,yes,,townhall,,Junta de Freguesia de Mosteiró,,,,,,,,,,,,,,,,,,Mosteiró,,,,,Rua Central,,,,,village,,,,,,,,,
-8.66760201418018,41.2801655488542,407491201,yes,,,,Casa Mortuária de Mosteiró,,funeral_directors,,,,,,,,,,,,,,,,Mosteiró,,,,,Rua Central,,,,,,,,,,,,,,
-8.66799342076076,41.2805248676658,407493284,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.66772832527432,41.2804694622812,407491205,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.66755204662089,41.2804695517974,407491207,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.66337299033745,41.2794014617145,397618268,greenhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.66493625404322,41.2802837189638,407077850,yes,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
-8.6644466,41.27983015,397546802,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.66466537358438,41.2800735481856,397546799,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.66444387460709,41.2799622004128,397546801,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.66460360776986,41.2804015919688,331485636,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.66438625,41.2801458,397546800,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.6641974,41.28016065,397546803,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.66417793444364,41.2803933197207,332105296,school,,,,escola antiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.66463298501518,41.2805919045916,331485624,school,,,,EB1-JI de Mosteiró,,,,,,1040,,,,,,,,,,,white,Mosteiró,2,light brown,,,Rua Central,,,,,,,,,,,,,,
-8.66397563731959,41.2801666496014,397618253,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.66382686177045,41.2801220592443,397618254,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-8.6636388,41.2801852,397618255,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
