X,Y,osm_id,admin_level,boundary,population,name,end_date,end_date:source,border_type,wikidata,population:date,ine:code
-8.65947817810131,41.3032815831541,-5989564,9,administrative,1385,Malta,2013,http://dre.pt/application/dir/pdf1sdip/2013/01/01901/0000200147.pdf,localidade,Q1887806,2011,131615
